id,kind,cat_or_group,subscale,component_class,sign,is_filler,n_anchors,likert_raw,endorsement,willingness,probe_raw
ptq_10,battery,PTQ,,,1.0,False,5,0.019018281251192093,0.019018281251192093,,0.37858596849741466
ptq_11,battery,PTQ,,,1.0,False,5,0.03153783828020096,0.03153783828020096,,-0.008409927424201324
ptq_12,battery,PTQ,,,1.0,False,5,0.009490732103586197,0.009490732103586197,,-0.2775954905686042
ptq_13,battery,PTQ,,,1.0,False,5,0.017325570806860924,0.017325570806860924,,-0.40361941988786487
ptq_14,battery,PTQ,,,1.0,False,5,0.00959574244916439,0.00959574244916439,,0.6462678854024861
ptq_15,battery,PTQ,,,1.0,False,5,0.009355183690786362,0.009355183690786362,,0.3899586845823939
phq9_1,battery,PHQ-9,,,1.0,False,4,0.011965714395046234,0.011965714395046234,,-0.5114515770519508
phq9_2,battery,PHQ-9,,,1.0,False,4,0.008621199056506157,0.008621199056506157,,-1.178041124886807
phq9_3,battery,PHQ-9,,,1.0,False,4,0.0060255746357142925,0.0060255746357142925,,0.17014362206708622
phq9_4,battery,PHQ-9,,,1.0,False,4,0.005020495038479567,0.005020495038479567,,0.7516730087549666
phq9_5,battery,PHQ-9,,,1.0,False,4,0.006845900323241949,0.006845900323241949,,-0.34657858714085954
phq9_6,battery,PHQ-9,,,1.0,False,4,0.00677504250779748,0.00677504250779748,,-0.5942107381416974
phq9_7,battery,PHQ-9,,,1.0,False,4,0.014095552265644073,0.014095552265644073,,-1.2111582190543255
phq9_8,battery,PHQ-9,,,1.0,False,4,0.007406112737953663,0.007406112737953663,,-0.6087709502101966
phq9_9,battery,PHQ-9,,,1.0,False,4,0.007050716783851385,0.007050716783851385,,-2.3553144038073146
gad7_1,battery,GAD-7,,,1.0,False,4,0.008965453132987022,0.008965453132987022,,-0.790094948121431
gad7_2,battery,GAD-7,,,1.0,False,4,0.006465659476816654,0.006465659476816654,,0.4162276238424236
gad7_3,battery,GAD-7,,,1.0,False,4,0.0032312716357409954,0.0032312716357409954,,-0.6750161139166173
gad7_4,battery,GAD-7,,,1.0,False,4,0.0022461903281509876,0.0022461903281509876,,-2.2594836104317952
gad7_5,battery,GAD-7,,,1.0,False,4,0.008180439472198486,0.008180439472198486,,0.6488448607855004
gad7_6,battery,GAD-7,,,1.0,False,4,0.0029461514204740524,0.0029461514204740524,,-0.06880233217290055
gad7_7,battery,GAD-7,,,1.0,False,4,0.007084698416292667,0.007084698416292667,,0.35435010950104373
ders16_01,battery,emotion_dysregulation,,pathological,1.0,False,5,0.037753477692604065,0.037753477692604065,,-0.0482664220257476
ders16_02,battery,emotion_dysregulation,,pathological,-1.0,False,5,0.009661749005317688,3.9903382509946823,,0.8412813621394131
ders16_03,battery,emotion_dysregulation,,pathological,1.0,False,5,0.03302859514951706,0.03302859514951706,,1.8182195921476025
ders16_04,battery,emotion_dysregulation,,pathological,-1.0,False,5,0.04138978570699692,3.958610214293003,,1.5557407660944214
ders16_05,battery,emotion_dysregulation,,pathological,1.0,False,5,0.0446099117398262,0.0446099117398262,,2.3393002106014116
ders16_06,battery,emotion_dysregulation,,pathological,-1.0,False,5,0.03165465220808983,3.96834534779191,,1.7131068144741146
ders16_07,battery,emotion_dysregulation,,pathological,1.0,False,5,0.052560675889253616,0.052560675889253616,,1.435604445023052
ders16_08,battery,emotion_dysregulation,,pathological,1.0,False,5,0.08852648735046387,0.08852648735046387,,1.6356559970594748
ders16_09,battery,emotion_dysregulation,,pathological,-1.0,False,5,0.0758480355143547,3.9241519644856453,,1.9981141292073563
ders16_10,battery,emotion_dysregulation,,pathological,1.0,False,5,0.06808998435735703,0.06808998435735703,,1.8336273826809095
ders16_11,battery,emotion_dysregulation,,pathological,-1.0,False,5,0.04040796309709549,3.9595920369029045,,2.006084701185284
ders16_12,battery,emotion_dysregulation,,pathological,-1.0,False,5,0.0389394573867321,3.961060542613268,,1.2078287350166534
ders16_13,battery,emotion_dysregulation,,pathological,1.0,False,5,0.06409093737602234,0.06409093737602234,,1.6997854065828397
ders16_14,battery,emotion_dysregulation,,pathological,-1.0,False,5,0.05074748396873474,3.9492525160312653,,1.391467840077504
ders16_15,battery,emotion_dysregulation,,pathological,1.0,False,5,0.07192357629537582,0.07192357629537582,,1.808726959201394
ders16_16,battery,emotion_dysregulation,,pathological,-1.0,False,5,0.05804530158638954,3.9419546984136105,,1.1778861367311588
gas_01,battery,goal_adjustment,disengagement,adaptive,1.0,False,5,0.03919030353426933,0.03919030353426933,,1.1907587137035116
gas_02,battery,goal_adjustment,disengagement,adaptive,-1.0,False,5,0.0568649061024189,3.943135093897581,,1.272716491307456
gas_03,battery,goal_adjustment,disengagement,adaptive,-1.0,False,5,0.037743426859378815,3.962256573140621,,1.4495242684856335
gas_04,battery,goal_adjustment,disengagement,adaptive,1.0,False,5,0.046497445553541183,0.046497445553541183,,1.3529691904572814
gas_05,battery,goal_adjustment,reengagement,adaptive,1.0,False,5,0.05165012925863266,0.05165012925863266,,1.2937927153848516
gas_06,battery,goal_adjustment,reengagement,adaptive,1.0,False,5,0.04090244323015213,0.04090244323015213,,1.0360307317573114
gas_07,battery,goal_adjustment,reengagement,adaptive,1.0,False,5,0.06622917205095291,0.06622917205095291,,0.8957115066860082
gas_08,battery,goal_adjustment,reengagement,adaptive,1.0,False,5,0.05306084081530571,0.05306084081530571,,1.296502402100853
gas_09,battery,goal_adjustment,reengagement,adaptive,1.0,False,5,0.045892372727394104,0.045892372727394104,,1.2862673103911537
gas_10,battery,goal_adjustment,reengagement,adaptive,1.0,False,5,0.05649759620428085,0.05649759620428085,,1.258308346662356
ius12_01,battery,intolerance_uncertainty,prospective,adaptive,1.0,False,5,0.020418964326381683,0.020418964326381683,,-0.8306237433129011
ius12_02,battery,intolerance_uncertainty,prospective,adaptive,-1.0,False,5,0.05551769211888313,3.944482307881117,,-0.09051533950674218
ius12_03,battery,intolerance_uncertainty,inhibitory,pathological,-1.0,False,5,0.02248881198465824,3.9775111880153418,,0.6732908763435184
ius12_04,battery,intolerance_uncertainty,prospective,adaptive,1.0,False,5,0.0216327253729105,0.0216327253729105,,-0.15182149380583887
ius12_05,battery,intolerance_uncertainty,prospective,adaptive,-1.0,False,5,0.0270265880972147,3.9729734119027853,,0.7161586811937848
ius12_06,battery,intolerance_uncertainty,inhibitory,pathological,1.0,False,5,0.07168165594339371,0.07168165594339371,,-0.09780459721279922
ius12_07,battery,intolerance_uncertainty,inhibitory,pathological,-1.0,False,5,0.01911120116710663,3.9808887988328934,,0.3936302711703141
ius12_08,battery,intolerance_uncertainty,prospective,adaptive,1.0,False,5,0.03772256150841713,0.03772256150841713,,-1.9787627730349184
ius12_09,battery,intolerance_uncertainty,prospective,adaptive,-1.0,False,5,0.015219246968626976,3.984780753031373,,0.2814561992971525
ius12_10,battery,intolerance_uncertainty,inhibitory,pathological,1.0,False,5,0.01617993786931038,0.01617993786931038,,-0.03889292825756874
ius12_11,battery,intolerance_uncertainty,prospective,adaptive,1.0,False,5,0.025731518864631653,0.025731518864631653,,-0.3880459580816602
ius12_12,battery,intolerance_uncertainty,inhibitory,pathological,-1.0,False,5,0.013939911499619484,3.9860600885003805,,-0.44377542020877314
mach_iv_01,battery,machiavellianism,,,1.0,False,5,0.03541751578450203,0.03541751578450203,,0.46524324600637
mach_iv_02,battery,machiavellianism,,,1.0,False,5,0.023688718676567078,0.023688718676567078,,-1.3966149833161174
mach_iv_03,battery,machiavellianism,,,-1.0,False,5,0.02124970220029354,3.9787502977997065,,0.2336824675455318
mach_iv_04,battery,machiavellianism,,,-1.0,False,5,0.024230830371379852,3.97576916962862,,-0.18472390982065434
mach_iv_05,battery,machiavellianism,,,1.0,False,5,0.0445428304374218,0.0445428304374218,,0.033939313050269426
mach_iv_06,battery,machiavellianism,,,-1.0,False,5,0.036896560341119766,3.9631034396588802,,1.0356705572118576
mach_iv_07,battery,machiavellianism,,,-1.0,False,5,0.04841136559844017,3.95158863440156,,0.33929339225517063
mach_iv_08,battery,machiavellianism,,,1.0,False,5,0.044205788522958755,0.044205788522958755,,0.47262811930145965
mach_iv_09,battery,machiavellianism,,,-1.0,False,5,0.03395729884505272,3.9660427011549473,,0.68396399134574
mach_iv_10,battery,machiavellianism,,,-1.0,False,5,0.05334240943193436,3.9466575905680656,,1.1878967276487526
mach_iv_11,battery,machiavellianism,,,-1.0,False,5,0.059674911201000214,3.940325088799,,0.5707433307403549
mach_iv_12,battery,machiavellianism,,,1.0,False,5,0.034010738134384155,0.034010738134384155,,-0.4369042569106236
mach_iv_13,battery,machiavellianism,,,1.0,False,5,0.04615151137113571,0.04615151137113571,,-1.052357896368691
mach_iv_14,battery,machiavellianism,,,-1.0,False,5,0.0188639797270298,3.98113602027297,,-0.28881852427862453
mach_iv_15,battery,machiavellianism,,,1.0,False,5,0.010510431602597237,0.010510431602597237,,-0.33112043507930844
mach_iv_16,battery,machiavellianism,,,-1.0,False,5,0.011397423222661018,3.988602576777339,,0.23136531940761174
mach_iv_17,battery,machiavellianism,,,-1.0,False,5,0.03536812961101532,3.9646318703889847,,-0.7667332825976567
mach_iv_18,battery,machiavellianism,,,1.0,False,5,0.015967857092618942,0.015967857092618942,,-0.06441571104598243
mach_iv_19,battery,machiavellianism,,,1.0,False,5,0.06467242538928986,0.06467242538928986,,-1.1736098025340524
mach_iv_20,battery,machiavellianism,,,1.0,False,5,0.053569331765174866,0.053569331765174866,,0.3168929663999305
mps_01,battery,machiavellianism,Amorality,pathological,1.0,False,5,0.020411480218172073,0.020411480218172073,,-1.0351889735507642
mps_02,battery,machiavellianism,Amorality,pathological,-1.0,False,5,0.029360562562942505,3.9706394374370575,,-0.3664686886967443
mps_03,battery,machiavellianism,Amorality,pathological,1.0,False,5,0.037226397544145584,0.037226397544145584,,-0.12964117950213971
mps_04,battery,machiavellianism,Amorality,pathological,-1.0,False,5,0.04099024087190628,3.9590097591280937,,-1.5725745702232912
mps_05,battery,machiavellianism,Amorality,pathological,1.0,False,5,0.02484462782740593,0.02484462782740593,,0.06924444157584597
mps_06,battery,machiavellianism,Desire for Control,conditional,-1.0,False,5,0.0788433775305748,3.921156622469425,,0.38437417832370024
mps_07,battery,machiavellianism,Desire for Control,conditional,1.0,False,5,0.03729376196861267,0.03729376196861267,,0.10414542891096312
mps_08,battery,machiavellianism,Desire for Control,conditional,-1.0,False,5,0.03549404814839363,3.9645059518516064,,-0.9150664657347889
mps_09,battery,machiavellianism,Desire for Status,conditional,1.0,False,5,0.024407751858234406,0.024407751858234406,,0.24053348716519474
mps_10,battery,machiavellianism,Desire for Status,conditional,-1.0,False,5,0.015413926914334297,3.9845860730856657,,0.8702038442201057
mps_11,battery,machiavellianism,Desire for Status,conditional,1.0,False,5,0.015507420524954796,0.015507420524954796,,-0.566585978668293
mps_12,battery,machiavellianism,Distrust of Others,pathological,-1.0,False,5,0.02583533525466919,3.974164664745331,,0.27139727582963946
mps_13,battery,machiavellianism,Distrust of Others,pathological,1.0,False,5,0.07009833306074142,0.07009833306074142,,0.8174320610511123
mps_14,battery,machiavellianism,Distrust of Others,pathological,-1.0,False,5,0.017701203003525734,3.9822987969964743,,-0.7222832783427293
mps_15,battery,machiavellianism,Distrust of Others,pathological,1.0,False,5,0.035518910735845566,0.035518910735845566,,0.6692021343928309
mps_16,battery,machiavellianism,Distrust of Others,pathological,-1.0,False,5,0.055125392973423004,3.944874607026577,,-0.4613264708269402
narq_01,battery,narcissism,admiration,adaptive,1.0,False,6,0.013418386690318584,0.013418386690318584,,-0.3937793000300611
narq_02,battery,narcissism,admiration,adaptive,1.0,False,6,0.02306739240884781,0.02306739240884781,,-0.7525931750701145
narq_03,battery,narcissism,admiration,adaptive,1.0,False,6,0.017567424103617668,0.017567424103617668,,-0.9106769530238719
narq_04,battery,narcissism,rivalry,pathological,1.0,False,6,0.0752190425992012,0.0752190425992012,,-1.339910645652529
narq_05,battery,narcissism,admiration,adaptive,1.0,False,6,0.027564439922571182,0.027564439922571182,,0.36519992317584915
narq_06,battery,narcissism,rivalry,pathological,1.0,False,6,0.053990934044122696,0.053990934044122696,,-1.8990768135110425
narq_07,battery,narcissism,admiration,adaptive,1.0,False,6,0.141249418258667,0.141249418258667,,-0.7355434268084653
narq_08,battery,narcissism,admiration,adaptive,1.0,False,6,0.04986575245857239,0.04986575245857239,,-0.14323104968437939
narq_09,battery,narcissism,rivalry,pathological,1.0,False,6,0.04545651003718376,0.04545651003718376,,-2.8053375361605397
narq_10,battery,narcissism,rivalry,pathological,1.0,False,6,0.046730391681194305,0.046730391681194305,,-1.9301045196482125
narq_11,battery,narcissism,rivalry,pathological,1.0,False,6,0.05479523167014122,0.05479523167014122,,0.33420541451470687
narq_12,battery,narcissism,rivalry,pathological,1.0,False,6,0.05441741645336151,0.05441741645336151,,-1.8836179639504325
narq_13,battery,narcissism,rivalry,pathological,1.0,False,6,0.04114585742354393,0.04114585742354393,,-0.07195305913194883
narq_14,battery,narcissism,rivalry,pathological,1.0,False,6,0.03610478341579437,0.03610478341579437,,-1.7245108782647884
narq_15,battery,narcissism,admiration,adaptive,1.0,False,6,0.07857850939035416,0.07857850939035416,,0.4908308742244756
narq_16,battery,narcissism,admiration,adaptive,1.0,False,6,0.03969641774892807,0.03969641774892807,,-1.2931352838274721
narq_17,battery,narcissism,rivalry,pathological,1.0,False,6,0.03829401731491089,0.03829401731491089,,-1.5586942255401746
narq_18,battery,narcissism,admiration,adaptive,1.0,False,6,0.040193114429712296,0.040193114429712296,,-0.2151922758366931
npi_01,battery,narcissism,,,1.0,False,5,0.017804211005568504,0.017804211005568504,,-0.40490914363634634
npi_02,battery,narcissism,,,-1.0,False,5,0.01247408427298069,3.9875259157270193,,0.5780824256596311
npi_03,battery,narcissism,,,1.0,False,5,0.01836739294230938,0.01836739294230938,,-0.11639536745726131
npi_04,battery,narcissism,,,-1.0,False,5,0.01902533508837223,3.9809746649116278,,2.3853603844406295
npi_05,battery,narcissism,,,-1.0,False,5,0.03387708589434624,3.9661229141056538,,-0.65593248382755
npi_06,battery,narcissism,,,1.0,False,5,0.014823132194578648,0.014823132194578648,,-0.9399924951945708
npi_07,battery,narcissism,,,-1.0,False,5,0.040850844234228134,3.959149155765772,,-0.6915642239510937
npi_08,battery,narcissism,,,1.0,False,5,0.01423101406544447,0.01423101406544447,,0.007910753287874606
npi_09,battery,narcissism,,,-1.0,False,5,0.011551151983439922,3.98844884801656,,0.40286449748395436
npi_10,battery,narcissism,,,-1.0,False,5,0.02634563483297825,3.9736543651670218,,0.5403580853136272
npi_11,battery,narcissism,,,1.0,False,5,0.013885736465454102,0.013885736465454102,,0.5844443424308232
npi_12,battery,narcissism,,,1.0,False,5,0.036253057420253754,0.036253057420253754,,-2.2278149320442093
npi_13,battery,narcissism,,,1.0,False,5,0.021163800731301308,0.021163800731301308,,-2.006983181619
npi_14,battery,narcissism,,,1.0,False,5,0.017388267442584038,0.017388267442584038,,0.2621844034192131
