id,kind,cat_or_group,subscale,component_class,sign,is_filler,n_anchors,likert_raw,endorsement,willingness,probe_raw
acme_29,battery,ACME,RES,,1.0,False,5,0.06889163702726364,0.06889163702726364,,1.0682495706908974
acme_30,battery,ACME,RES,,1.0,False,5,0.07370513677597046,0.07370513677597046,,0.27987924040492485
acme_31,battery,ACME,COG,adaptive,-1.0,False,5,0.05309297516942024,3.9469070248305798,,1.01457536654525
acme_32,battery,ACME,RES,,-1.0,False,5,0.05210859328508377,3.9478914067149162,,1.3279398151378714
acme_33,battery,ACME,COG,adaptive,1.0,False,5,0.05221721529960632,0.05221721529960632,,0.23009601978283345
acme_34,battery,ACME,COG,adaptive,1.0,False,5,0.08759430795907974,0.08759430795907974,,2.823939134639819
acme_35,battery,ACME,COG,adaptive,-1.0,False,5,0.07698354125022888,3.923016458749771,,-0.06068256322064114
acme_36,battery,ACME,DIS,pathological,-1.0,False,5,0.05342618376016617,3.946573816239834,,-0.4718295968844588
beaq_01,battery,experiential_avoidance,,pathological,1.0,False,5,0.07576907426118851,0.07576907426118851,,0.09831566281499882
beaq_02,battery,experiential_avoidance,,pathological,-1.0,False,5,0.07195155322551727,3.9280484467744827,,0.3762723989083967
beaq_03,battery,experiential_avoidance,,pathological,-1.0,False,5,0.09265360236167908,3.907346397638321,,2.090668538177331
beaq_04,battery,experiential_avoidance,,pathological,1.0,False,5,0.04646122455596924,0.04646122455596924,,0.5882861034069773
beaq_05,battery,experiential_avoidance,,pathological,1.0,False,5,0.06613731384277344,0.06613731384277344,,1.7802521168135677
beaq_06,battery,experiential_avoidance,,pathological,-1.0,False,5,0.05239628627896309,3.947603713721037,,1.6699597519770446
beaq_07,battery,experiential_avoidance,,pathological,-1.0,False,5,0.0688520148396492,3.931147985160351,,-0.8459590841573812
beaq_08,battery,experiential_avoidance,,pathological,-1.0,False,5,0.07648422569036484,3.923515774309635,,2.599326992946809
beaq_09,battery,experiential_avoidance,,pathological,1.0,False,5,0.06232544779777527,0.06232544779777527,,0.45315310553176325
beaq_10,battery,experiential_avoidance,,pathological,-1.0,False,5,0.06557735055685043,3.9344226494431496,,2.3371367848000886
beaq_11,battery,experiential_avoidance,,pathological,-1.0,False,5,0.0834818184375763,3.9165181815624237,,0.20830600834864121
beaq_12,battery,experiential_avoidance,,pathological,1.0,False,5,0.07253061980009079,0.07253061980009079,,1.1201443994828197
beaq_13,battery,experiential_avoidance,,pathological,-1.0,False,5,0.0455443449318409,3.954455655068159,,-1.3514836267490193
beaq_14,battery,experiential_avoidance,,pathological,1.0,False,5,0.08998144418001175,0.08998144418001175,,3.1726875677320248
beaq_15,battery,experiential_avoidance,,pathological,1.0,False,5,0.06503115594387054,0.06503115594387054,,0.7163225724485232
bhs_01,battery,hopelessness,,,-1.0,False,4,0.10892470180988312,2.891075298190117,,0.7804507514786914
bhs_02,battery,hopelessness,,,1.0,False,4,0.10138741880655289,0.10138741880655289,,0.3186868764771491
bhs_03,battery,hopelessness,,,-1.0,False,4,0.13974450528621674,2.8602554947137833,,1.6802360328052086
bhs_04,battery,hopelessness,,,1.0,False,4,0.07053767144680023,0.07053767144680023,,0.391231776669859
bhs_05,battery,hopelessness,,,-1.0,False,4,0.09255056828260422,2.907449431717396,,1.5121005763223667
bhs_06,battery,hopelessness,,,-1.0,False,4,0.13264964520931244,2.8673503547906876,,-0.9819225749386735
bhs_07,battery,hopelessness,,,1.0,False,4,0.0719529241323471,0.0719529241323471,,1.1908987398126758
bhs_08,battery,hopelessness,,,-1.0,False,4,0.12744338810443878,2.872556611895561,,0.6694158348568853
bhs_09,battery,hopelessness,,,1.0,False,4,0.13646043837070465,0.13646043837070465,,2.428662633136828
bhs_10,battery,hopelessness,,,-1.0,False,4,0.12411051988601685,2.875889480113983,,-0.9434337745386889
bhs_11,battery,hopelessness,,,1.0,False,4,0.09669394046068192,0.09669394046068192,,1.8214967797621164
bhs_12,battery,hopelessness,,,1.0,False,4,0.11266583204269409,0.11266583204269409,,1.730152462463661
bhs_13,battery,hopelessness,,,-1.0,False,4,0.12734569609165192,2.872654303908348,,1.1518237893841747
bhs_14,battery,hopelessness,,,1.0,False,4,0.09989934414625168,0.09989934414625168,,1.8670011919357594
bhs_15,battery,hopelessness,,,-1.0,False,4,0.09227722138166428,2.9077227786183357,,0.8316285468296696
bhs_16,battery,hopelessness,,,1.0,False,4,0.09942219406366348,0.09942219406366348,,1.5315258178418194
bhs_17,battery,hopelessness,,,1.0,False,4,0.059646543115377426,0.059646543115377426,,2.1196795975743523
bhs_18,battery,hopelessness,,,1.0,False,4,0.1313786804676056,0.1313786804676056,,-0.07633647675471877
bhs_19,battery,hopelessness,,,-1.0,False,4,0.1662861406803131,2.833713859319687,,1.1419673990373487
bhs_20,battery,hopelessness,,,1.0,False,4,0.10762301087379456,0.10762301087379456,,1.9679217762404353
bisbas_01,battery,motivational_systems,filler,none,-1.0,True,4,0.04272192344069481,2.957278076559305,,0.7004039054275317
bisbas_02,battery,motivational_systems,bis,adaptive,1.0,False,4,0.06732673197984695,0.06732673197984695,,2.96615655547049
bisbas_03,battery,motivational_systems,bas_drive,conditional,-1.0,False,4,0.042076002806425095,2.957923997193575,,-0.6527610997414341
bisbas_04,battery,motivational_systems,bas_reward_responsiveness,conditional,-1.0,False,4,0.06592851132154465,2.9340714886784554,,0.7891566618822332
bisbas_05,battery,motivational_systems,bas_fun_seeking,pathological,-1.0,False,4,0.03261249512434006,2.96738750487566,,0.9899884891786712
bisbas_06,battery,motivational_systems,filler,none,-1.0,True,4,0.06317760050296783,2.936822399497032,,0.042537528358089105
bisbas_07,battery,motivational_systems,bas_reward_responsiveness,conditional,-1.0,False,4,0.06343161314725876,2.9365683868527412,,3.200658136770918
bisbas_08,battery,motivational_systems,bis,adaptive,-1.0,False,4,0.053324900567531586,2.9466750994324684,,1.6783119895371483
bisbas_09,battery,motivational_systems,bas_drive,conditional,-1.0,False,4,0.04723983258008957,2.9527601674199104,,0.17871964857595457
bisbas_10,battery,motivational_systems,bas_fun_seeking,pathological,-1.0,False,4,0.04708261787891388,2.952917382121086,,0.5287084483960669
bisbas_11,battery,motivational_systems,filler,none,-1.0,True,4,0.08435714989900589,2.915642850100994,,0.9661553857051554
bisbas_12,battery,motivational_systems,bas_drive,conditional,-1.0,False,4,0.04060687497258186,2.959393125027418,,0.8059667037149167
bisbas_13,battery,motivational_systems,bis,adaptive,-1.0,False,4,0.03517161309719086,2.964828386902809,,2.238029406837839
bisbas_14,battery,motivational_systems,bas_reward_responsiveness,conditional,-1.0,False,4,0.04292990267276764,2.9570700973272324,,2.222989088344913
bisbas_15,battery,motivational_systems,bas_fun_seeking,pathological,-1.0,False,4,0.06900627911090851,2.9309937208890915,,1.1050082719640273
bisbas_16,battery,motivational_systems,bis,adaptive,-1.0,False,4,0.05659380555152893,2.943406194448471,,3.3942044421365596
bisbas_17,battery,motivational_systems,filler,none,-1.0,True,4,0.05046539381146431,2.9495346061885357,,0.5825994859238761
bisbas_18,battery,motivational_systems,bas_reward_responsiveness,conditional,-1.0,False,4,0.06847059726715088,2.931529402732849,,3.173793029906765
bisbas_19,battery,motivational_systems,bis,adaptive,-1.0,False,4,0.0356840156018734,2.9643159843981266,,2.3195345953841553
bisbas_20,battery,motivational_systems,bas_fun_seeking,pathological,-1.0,False,4,0.05324198678135872,2.9467580132186413,,1.0100914487217438
bisbas_21,battery,motivational_systems,bas_drive,conditional,-1.0,False,4,0.08655905723571777,2.9134409427642822,,0.8977821537971915
bisbas_22,battery,motivational_systems,bis,adaptive,1.0,False,4,0.050691936165094376,0.050691936165094376,,0.59388653575982
bisbas_23,battery,motivational_systems,bas_reward_responsiveness,conditional,-1.0,False,4,0.06578685343265533,2.9342131465673447,,1.4162846328914167
bisbas_24,battery,motivational_systems,bis,adaptive,-1.0,False,4,0.051866546273231506,2.9481334537267685,,3.8439637492459893
ptq_01,battery,PTQ,,,1.0,False,5,0.0440521277487278,0.0440521277487278,,2.840100716021222
ptq_02,battery,PTQ,,,1.0,False,5,0.09865773469209671,0.09865773469209671,,-0.18695731539850202
ptq_03,battery,PTQ,,,1.0,False,5,0.10069465637207031,0.10069465637207031,,1.4143911406431116
ptq_04,battery,PTQ,,,1.0,False,5,0.04944852739572525,0.04944852739572525,,0.003692630981063205
ptq_05,battery,PTQ,,,1.0,False,5,0.02995222806930542,0.02995222806930542,,0.4241166434652053
ptq_06,battery,PTQ,,,1.0,False,5,0.06509987264871597,0.06509987264871597,,0.8360761894853126
ptq_07,battery,PTQ,,,1.0,False,5,0.06520556658506393,0.06520556658506393,,-0.2960294581683982
ptq_08,battery,PTQ,,,1.0,False,5,0.024657486006617546,0.024657486006617546,,1.7051665655705488
ptq_09,battery,PTQ,,,1.0,False,5,0.06430959701538086,0.06430959701538086,,2.3753311194167246
ptq_10,battery,PTQ,,,1.0,False,5,0.032748300582170486,0.032748300582170486,,0.6663835428326699
ptq_11,battery,PTQ,,,1.0,False,5,0.04636172205209732,0.04636172205209732,,1.9856345295514917
ptq_12,battery,PTQ,,,1.0,False,5,0.0656958594918251,0.0656958594918251,,1.7137301563434875
ptq_13,battery,PTQ,,,1.0,False,5,0.052365001291036606,0.052365001291036606,,1.5120457123420934
ptq_14,battery,PTQ,,,1.0,False,5,0.04526345804333687,0.04526345804333687,,0.3829394439605476
ptq_15,battery,PTQ,,,1.0,False,5,0.08343666791915894,0.08343666791915894,,-0.26746975778919424
phq9_1,battery,PHQ-9,,,1.0,False,4,0.05657680332660675,0.05657680332660675,,-0.007316768988559819
phq9_2,battery,PHQ-9,,,1.0,False,4,0.030700834468007088,0.030700834468007088,,0.6293393261655034
phq9_3,battery,PHQ-9,,,1.0,False,4,0.045250263065099716,0.045250263065099716,,3.695738146015143
phq9_4,battery,PHQ-9,,,1.0,False,4,0.012223072350025177,0.012223072350025177,,2.592664886679882
phq9_5,battery,PHQ-9,,,1.0,False,4,0.008964966982603073,0.008964966982603073,,1.9050617443458373
phq9_6,battery,PHQ-9,,,1.0,False,4,0.038439735770225525,0.038439735770225525,,0.27958067363037564
phq9_7,battery,PHQ-9,,,1.0,False,4,0.04699862748384476,0.04699862748384476,,1.3393337500514682
phq9_8,battery,PHQ-9,,,1.0,False,4,0.00601961137726903,0.00601961137726903,,0.8818573766551568
phq9_9,battery,PHQ-9,,,1.0,False,4,0.058689847588539124,0.058689847588539124,,-1.5319751541066875
gad7_1,battery,GAD-7,,,1.0,False,4,0.031966838985681534,0.031966838985681534,,1.9338551648742524
gad7_2,battery,GAD-7,,,1.0,False,4,0.019542142748832703,0.019542142748832703,,0.8506443731241085
gad7_3,battery,GAD-7,,,1.0,False,4,0.01723327487707138,0.01723327487707138,,1.677217090638539
gad7_4,battery,GAD-7,,,1.0,False,4,0.02344193309545517,0.02344193309545517,,-0.3002491865264778
gad7_5,battery,GAD-7,,,1.0,False,4,0.029515668749809265,0.029515668749809265,,1.3618532242642465
gad7_6,battery,GAD-7,,,1.0,False,4,0.01811998337507248,0.01811998337507248,,0.5297472388943252
gad7_7,battery,GAD-7,,,1.0,False,4,0.0279143825173378,0.0279143825173378,,0.895969123526019
ders16_01,battery,emotion_dysregulation,,pathological,1.0,False,5,0.05239514261484146,0.05239514261484146,,1.3327064313376928
ders16_02,battery,emotion_dysregulation,,pathological,-1.0,False,5,0.062486935406923294,3.9375130645930767,,1.6670107483388958
ders16_03,battery,emotion_dysregulation,,pathological,1.0,False,5,0.07122426480054855,0.07122426480054855,,3.1974217679792547
ders16_04,battery,emotion_dysregulation,,pathological,-1.0,False,5,0.08543139696121216,3.914568603038788,,2.3696080645444386
ders16_05,battery,emotion_dysregulation,,pathological,1.0,False,5,0.06193165481090546,0.06193165481090546,,2.830651006458483
ders16_06,battery,emotion_dysregulation,,pathological,-1.0,False,5,0.05183759331703186,3.948162406682968,,2.7209065810439954
ders16_07,battery,emotion_dysregulation,,pathological,1.0,False,5,0.09503789991140366,0.09503789991140366,,2.757040564402704
ders16_08,battery,emotion_dysregulation,,pathological,1.0,False,5,0.0484023354947567,0.0484023354947567,,3.531796233435463
ders16_09,battery,emotion_dysregulation,,pathological,-1.0,False,5,0.08066660165786743,3.9193333983421326,,2.0537609003262203
ders16_10,battery,emotion_dysregulation,,pathological,1.0,False,5,0.06759772449731827,0.06759772449731827,,3.3011212530374
ders16_11,battery,emotion_dysregulation,,pathological,-1.0,False,5,0.09001660346984863,3.9099833965301514,,2.611281705584283
ders16_12,battery,emotion_dysregulation,,pathological,-1.0,False,5,0.0733453556895256,3.9266546443104744,,1.7040642211823203
ders16_13,battery,emotion_dysregulation,,pathological,1.0,False,5,0.07785453647375107,0.07785453647375107,,1.9328725179075223
ders16_14,battery,emotion_dysregulation,,pathological,-1.0,False,5,0.05553723871707916,3.944462761282921,,1.8870523284669374
ders16_15,battery,emotion_dysregulation,,pathological,1.0,False,5,0.10905274748802185,0.10905274748802185,,3.4211308278431427
ders16_16,battery,emotion_dysregulation,,pathological,-1.0,False,5,0.06614713370800018,3.933852866292,,2.935987425299939
gas_01,battery,goal_adjustment,disengagement,adaptive,1.0,False,5,0.12674972414970398,0.12674972414970398,,0.9499791255358268
gas_02,battery,goal_adjustment,disengagement,adaptive,-1.0,False,5,0.12842664122581482,3.871573358774185,,1.6155687615863144
gas_03,battery,goal_adjustment,disengagement,adaptive,-1.0,False,5,0.10037431120872498,3.899625688791275,,1.9007781376829374
gas_04,battery,goal_adjustment,disengagement,adaptive,1.0,False,5,0.12206873297691345,0.12206873297691345,,1.2055379271220181
gas_05,battery,goal_adjustment,reengagement,adaptive,1.0,False,5,0.09083668887615204,0.09083668887615204,,1.0427021451481573
gas_06,battery,goal_adjustment,reengagement,adaptive,1.0,False,5,0.07939103245735168,0.07939103245735168,,0.821506810826302
gas_07,battery,goal_adjustment,reengagement,adaptive,1.0,False,5,0.12541556358337402,0.12541556358337402,,0.3360443765210319
gas_08,battery,goal_adjustment,reengagement,adaptive,1.0,False,5,0.08868084847927094,0.08868084847927094,,0.48929370725786603
gas_09,battery,goal_adjustment,reengagement,adaptive,1.0,False,5,0.09853538125753403,0.09853538125753403,,1.0600246297989633
gas_10,battery,goal_adjustment,reengagement,adaptive,1.0,False,5,0.10740849375724792,0.10740849375724792,,0.9923741707637843
ius12_01,battery,intolerance_uncertainty,prospective,adaptive,1.0,False,5,0.07013167440891266,0.07013167440891266,,-0.23438115696960082
ius12_02,battery,intolerance_uncertainty,prospective,adaptive,-1.0,False,5,0.09571292996406555,3.9042870700359344,,0.9450968035823238
ius12_03,battery,intolerance_uncertainty,inhibitory,pathological,-1.0,False,5,0.098920539021492,3.901079460978508,,0.5723803402654051
ius12_04,battery,intolerance_uncertainty,prospective,adaptive,1.0,False,5,0.06414913386106491,0.06414913386106491,,1.0525332432388679
ius12_05,battery,intolerance_uncertainty,prospective,adaptive,-1.0,False,5,0.12266995757818222,3.877330042421818,,0.6032782282272453
ius12_06,battery,intolerance_uncertainty,inhibitory,pathological,1.0,False,5,0.08265416324138641,0.08265416324138641,,1.1036408372693611
ius12_07,battery,intolerance_uncertainty,inhibitory,pathological,-1.0,False,5,0.06742355972528458,3.9325764402747154,,2.2817921947324398
ius12_08,battery,intolerance_uncertainty,prospective,adaptive,1.0,False,5,0.08962034434080124,0.08962034434080124,,0.52743199417737
ius12_09,battery,intolerance_uncertainty,prospective,adaptive,-1.0,False,5,0.09408515691757202,3.905914843082428,,1.856414188310307
ius12_10,battery,intolerance_uncertainty,inhibitory,pathological,1.0,False,5,0.08358060568571091,0.08358060568571091,,0.6095150963733991
ius12_11,battery,intolerance_uncertainty,prospective,adaptive,1.0,False,5,0.07849131524562836,0.07849131524562836,,-0.446866966043836
ius12_12,battery,intolerance_uncertainty,inhibitory,pathological,-1.0,False,5,0.06681752949953079,3.933182470500469,,1.616036341221852
mach_iv_01,battery,machiavellianism,,,1.0,False,5,0.10624422878026962,0.10624422878026962,,0.5819176510511799
mach_iv_02,battery,machiavellianism,,,1.0,False,5,0.06296747177839279,0.06296747177839279,,-0.05145719904899693
mach_iv_03,battery,machiavellianism,,,-1.0,False,5,0.11483703553676605,3.885162964463234,,0.16549488526647904
mach_iv_04,battery,machiavellianism,,,-1.0,False,5,0.0888613611459732,3.911138638854027,,0.33099871884952314
mach_iv_05,battery,machiavellianism,,,1.0,False,5,0.07683269679546356,0.07683269679546356,,0.3310542354264525
mach_iv_06,battery,machiavellianism,,,-1.0,False,5,0.052201736718416214,3.947798263281584,,1.4375374338584286
mach_iv_07,battery,machiavellianism,,,-1.0,False,5,0.0820813700556755,3.9179186299443245,,1.8528339209651614
mach_iv_08,battery,machiavellianism,,,1.0,False,5,0.10590773820877075,0.10590773820877075,,1.4315842117590165
mach_iv_09,battery,machiavellianism,,,-1.0,False,5,0.05838782340288162,3.9416121765971184,,0.31174727054156115
mach_iv_10,battery,machiavellianism,,,-1.0,False,5,0.05516286939382553,3.9448371306061745,,0.8154488662403367
mach_iv_11,battery,machiavellianism,,,-1.0,False,5,0.1565808802843094,3.8434191197156906,,-0.442383035487242
mach_iv_12,battery,machiavellianism,,,1.0,False,5,0.051311422139406204,0.051311422139406204,,1.8220699312896125
mach_iv_13,battery,machiavellianism,,,1.0,False,5,0.08025962114334106,0.08025962114334106,,-0.8157920069740072
mach_iv_14,battery,machiavellianism,,,-1.0,False,5,0.08884789049625397,3.911152109503746,,0.5709302886490135
mach_iv_15,battery,machiavellianism,,,1.0,False,5,0.06446591764688492,0.06446591764688492,,-0.42455717004821736
mach_iv_16,battery,machiavellianism,,,-1.0,False,5,0.10247579216957092,3.897524207830429,,0.05812076299660274
mach_iv_17,battery,machiavellianism,,,-1.0,False,5,0.07458988577127457,3.9254101142287254,,1.157543517117597
mach_iv_18,battery,machiavellianism,,,1.0,False,5,0.060223840177059174,0.060223840177059174,,-1.9990405754937215
mach_iv_19,battery,machiavellianism,,,1.0,False,5,0.06215336546301842,0.06215336546301842,,-0.29702262453526584
mach_iv_20,battery,machiavellianism,,,1.0,False,5,0.09335813671350479,0.09335813671350479,,-0.7209768029669181
mps_01,battery,machiavellianism,Amorality,pathological,1.0,False,5,0.06997435539960861,0.06997435539960861,,-1.5262720680849853
mps_02,battery,machiavellianism,Amorality,pathological,-1.0,False,5,0.15514980256557465,3.8448501974344254,,-1.9947099523755005
mps_03,battery,machiavellianism,Amorality,pathological,1.0,False,5,0.04114425554871559,0.04114425554871559,,0.06675322141261542
mps_04,battery,machiavellianism,Amorality,pathological,-1.0,False,5,0.07841663807630539,3.9215833619236946,,-0.535958890041897
mps_05,battery,machiavellianism,Amorality,pathological,1.0,False,5,0.06388095021247864,0.06388095021247864,,-0.887246343843132
mps_06,battery,machiavellianism,Desire for Control,conditional,-1.0,False,5,0.11673695594072342,3.8832630440592766,,1.2712382815415042
mps_07,battery,machiavellianism,Desire for Control,conditional,1.0,False,5,0.04862826317548752,0.04862826317548752,,0.4447028072203125
mps_08,battery,machiavellianism,Desire for Control,conditional,-1.0,False,5,0.05766412243247032,3.9423358775675297,,-0.3452350745980781
mps_09,battery,machiavellianism,Desire for Status,conditional,1.0,False,5,0.057793956249952316,0.057793956249952316,,-1.683552095320474
mps_10,battery,machiavellianism,Desire for Status,conditional,-1.0,False,5,0.06363388895988464,3.9363661110401154,,0.29145774237740074
mps_11,battery,machiavellianism,Desire for Status,conditional,1.0,False,5,0.06796013563871384,0.06796013563871384,,-0.9530227559565434
mps_12,battery,machiavellianism,Distrust of Others,pathological,-1.0,False,5,0.1023997887969017,3.8976002112030983,,0.7889389471455477
mps_13,battery,machiavellianism,Distrust of Others,pathological,1.0,False,5,0.0691429153084755,0.0691429153084755,,2.267992139902169
mps_14,battery,machiavellianism,Distrust of Others,pathological,-1.0,False,5,0.06930495798587799,3.930695042014122,,-0.5359821042547113
mps_15,battery,machiavellianism,Distrust of Others,pathological,1.0,False,5,0.06327222287654877,0.06327222287654877,,0.7328125332006028
mps_16,battery,machiavellianism,Distrust of Others,pathological,-1.0,False,5,0.09520842134952545,3.9047915786504745,,-1.06306154570533
narq_01,battery,narcissism,admiration,adaptive,1.0,False,6,0.13426585495471954,0.13426585495471954,,-1.5999445474406269
narq_02,battery,narcissism,admiration,adaptive,1.0,False,6,0.08373697102069855,0.08373697102069855,,-1.752904265854848
narq_03,battery,narcissism,admiration,adaptive,1.0,False,6,0.07455222308635712,0.07455222308635712,,-2.9252196868709
narq_04,battery,narcissism,rivalry,pathological,1.0,False,6,0.09116001427173615,0.09116001427173615,,-1.528530398017367
narq_05,battery,narcissism,admiration,adaptive,1.0,False,6,0.08054275810718536,0.08054275810718536,,1.6277727591380966
narq_06,battery,narcissism,rivalry,pathological,1.0,False,6,0.07970849424600601,0.07970849424600601,,-0.32552472982450453
narq_07,battery,narcissism,admiration,adaptive,1.0,False,6,0.04725613445043564,0.04725613445043564,,-0.7071960528718293
narq_08,battery,narcissism,admiration,adaptive,1.0,False,6,0.06467296928167343,0.06467296928167343,,0.5305147048015648
narq_09,battery,narcissism,rivalry,pathological,1.0,False,6,0.10288020968437195,0.10288020968437195,,-0.7937582205397797
narq_10,battery,narcissism,rivalry,pathological,1.0,False,6,0.061407845467329025,0.061407845467329025,,-1.7171450967624877
narq_11,battery,narcissism,rivalry,pathological,1.0,False,6,0.11722636967897415,0.11722636967897415,,2.336428426809928
narq_12,battery,narcissism,rivalry,pathological,1.0,False,6,0.0568525604903698,0.0568525604903698,,0.32275450089172897
narq_13,battery,narcissism,rivalry,pathological,1.0,False,6,0.05270177870988846,0.05270177870988846,,0.586794267713548
narq_14,battery,narcissism,rivalry,pathological,1.0,False,6,0.06322909891605377,0.06322909891605377,,-1.7810166643037237
narq_15,battery,narcissism,admiration,adaptive,1.0,False,6,0.07017237693071365,0.07017237693071365,,-2.1568838809836874
narq_16,battery,narcissism,admiration,adaptive,1.0,False,6,0.04965091869235039,0.04965091869235039,,-1.4790819844007803
narq_17,battery,narcissism,rivalry,pathological,1.0,False,6,0.08079685270786285,0.08079685270786285,,-1.2758873659980656
narq_18,battery,narcissism,admiration,adaptive,1.0,False,6,0.08369199931621552,0.08369199931621552,,0.5558554369574331
npi_01,battery,narcissism,,,1.0,False,5,0.04719631001353264,0.04719631001353264,,-0.31641352281598145
npi_02,battery,narcissism,,,-1.0,False,5,0.09643527865409851,3.9035647213459015,,-0.23874028427178873
npi_03,battery,narcissism,,,1.0,False,5,0.07600827515125275,0.07600827515125275,,0.9756992448784941
npi_04,battery,narcissism,,,-1.0,False,5,0.046161577105522156,3.953838422894478,,3.7058926287347767
npi_05,battery,narcissism,,,-1.0,False,5,0.07948347181081772,3.9205165281891823,,-0.33884184871762013
npi_06,battery,narcissism,,,1.0,False,5,0.06689906865358353,0.06689906865358353,,-0.45772110709052427
npi_07,battery,narcissism,,,-1.0,False,5,0.06093541905283928,3.9390645809471607,,0.6395942055553774
npi_08,battery,narcissism,,,1.0,False,5,0.09186720103025436,0.09186720103025436,,0.9979523994481715
npi_09,battery,narcissism,,,-1.0,False,5,0.07268866151571274,3.9273113384842873,,-0.15037220953399633
npi_10,battery,narcissism,,,-1.0,False,5,0.04670843109488487,3.953291568905115,,0.3172439327342693
npi_11,battery,narcissism,,,1.0,False,5,0.06125471368432045,0.06125471368432045,,0.6743204229906097
npi_12,battery,narcissism,,,1.0,False,5,0.05631832033395767,0.05631832033395767,,-1.9051183633792537
npi_13,battery,narcissism,,,1.0,False,5,0.06679689884185791,0.06679689884185791,,-1.347227637472284
npi_14,battery,narcissism,,,1.0,False,5,0.0691627785563469,0.0691627785563469,,-2.1246884731449307
npi_15,battery,narcissism,,,-1.0,False,5,0.04376806691288948,3.9562319330871105,,0.5094640221339652
