task_id,mu,sigma
wildchat_41231,8.9910824301775,0.958231663794684
competition_math_12271,5.296048979108597,0.727369606859042
stresstest_21_192_value2,0.5279891870312576,0.884964202115333
wildchat_75381,-4.0348129043145775,0.8646016029926261
bailbench_860,-10.0,0.9813761692912658
alpaca_4821,-1.5605613012795352,0.6977029334687961
alpaca_3113,-6.592652221814162,0.997654755816292
competition_math_9576,0.939132234323373,0.9932311672716252
alpaca_11054,0.036182846201059674,0.9842242116457451
stresstest_99_1004_value1,4.812403038547882,0.992781127979106
bailbench_1096,-4.74524891474595,0.9907479358340435
alpaca_6149,-2.5529875971326046,0.99654859351261
competition_math_6836,8.024280689634134,0.961345870683998
wildchat_64294,-2.7130185553042643,0.9554006011925313
alpaca_2807,-1.4766749502364265,0.8108360466055885
competition_math_3754,4.60816481753997,0.9311429785282561
competition_math_10246,0.0,1.0
bailbench_788,-5.220793146775861,0.9896325682011108
competition_math_10466,0.6340677800675574,0.9991323056047133
wildchat_74563,-3.152001509924388,0.9999979352128691
alpaca_8690,0.3818417872329975,0.9886982878928252
competition_math_6971,4.700218823585959,0.9820243131313525
stresstest_29_480_neutral,3.332204509368131,0.8957985851962895
alpaca_6333,2.9260725319957754,0.9449029740008223
alpaca_70,2.5862337518114726,0.9809477025695714
competition_math_621,-10.0,1.0000003500094559
stresstest_78_1241_value2,8.811103521182961,0.9944362283001295
competition_math_12344,1.8304989762366686,0.988462238352878
alpaca_8861,6.348946947970199,0.9996836105308383
competition_math_12472,6.360170294072555,0.895979630217048
competition_math_11429,3.623898729323361,0.7305893024031982
alpaca_9070,-1.1692213608788278,0.9792276913395445
wildchat_6201,6.303809117409535,1.0
competition_math_9105,0.35060203366200177,0.8098528183546922
stresstest_30_835_value2,10.0,0.9999940198486439
competition_math_8367,4.512856065631493,0.9743767024911946
bailbench_1517,-7.953839833658711,0.976185450595463
alpaca_9899,6.075567123168482,0.9938383271758138
alpaca_681,5.152598977113851,0.6556017041917492
competition_math_9212,5.389362709365915,0.9820055530512543
stresstest_59_1000_neutral,7.434727039151123,0.956290533454918
stresstest_3_745_value1,-2.2852623915264596,0.9826443619546454
competition_math_3950,4.770722530897727,0.9966518537711369
competition_math_9133,2.4489027365162457,0.7076882091302421
alpaca_1208,1.3372407115757088,1.033291097481011
stresstest_67_1069_neutral,-1.39014002478613,0.9962419408002667
alpaca_5531,-2.762056707506947,0.9297466172357328
wildchat_77449,3.7992922312135904,0.922948469575008
competition_math_60,1.634331950651448,0.9925151712461215
competition_math_3637,4.74883213919963,0.9952444278965081
competition_math_2317,8.855884863275687,0.9556789563671133
competition_math_4008,6.388482146955273,0.992839540394674
wildchat_31051,2.459594469984638,0.624925041243003
wildchat_46209,-3.381935370231339,1.0077640434148334
wildchat_38129,-5.1070397286479645,1.0004300723450392
alpaca_7702,5.187136273032276,0.947370193044194
competition_math_1736,0.0,1.0
wildchat_17532,8.479830256085611,0.9047846917356303
competition_math_6563,10.0,0.9999024047963088
alpaca_11820,-3.333745186737047,1.0009653829542804
bailbench_481,-0.13531159075412896,0.7340526333712775
wildchat_37508,-0.973147108431722,0.9898417194851
competition_math_11688,7.671408754294394,0.9419637149306584
alpaca_4203,0.00015608880844826,0.999910713551646
competition_math_2548,-1.705556594829157,0.9055081116526789
alpaca_11991,-3.7348131650288052,1.0066145422411563
alpaca_411,0.2213277579124884,0.9857326035818917
wildchat_68169,3.526154458998251,0.6468839622963254
competition_math_2380,7.850983064859675,0.957816762011709
alpaca_13318,-5.684156704580492,0.6876910159335846
wildchat_57561,1.5938732178161983,0.8390708663962431
wildchat_1291,-4.749566971175312,0.9970279627354081
wildchat_14262,3.415528059127301,0.9910808248351568
bailbench_1546,-3.274236431242198,0.9891277732773384
competition_math_9583,6.631996648389621,0.987786420814545
wildchat_73047,-1.157297627828537,0.986536210186075
competition_math_585,0.0,1.0
stresstest_89_1002_value1,-10.0,0.9266872226802978
stresstest_42_359_neutral,-1.576139903555217,0.9999988551500817
wildchat_76090,0.0,1.0
bailbench_1307,-7.600490089320907,0.9931644659417675
wildchat_3271,0.8433718785520192,1.0009328858511157
alpaca_7675,-0.33352752852201195,0.9838095605985846
alpaca_5873,3.738444557367588,0.9933675123167917
stresstest_82_995_neutral,-6.1434187883756,0.9465723648840102
competition_math_3935,5.718662891511785,1.0113439153128492
alpaca_7757,-1.3617120700402958,0.9969269190693674
bailbench_438,-4.843022342655037,0.9850171946648517
alpaca_11088,2.208088566724781,0.994620448194803
stresstest_20_680_neutral,-3.1086591324567303,0.9437258101269067
competition_math_819,2.0946058152453793,0.9622640082999557
alpaca_529,8.153151681663497,0.9824582355237355
wildchat_55051,0.0,1.0
alpaca_8044,10.0,1.0000000032311667
wildchat_275,0.0,1.0
wildchat_28564,-1.750341131450457,0.9838189224452469
wildchat_21479,3.9966369466660265,0.8714406973960918
competition_math_6726,8.871020361086076,0.8912870893281072
alpaca_7940,1.4773479225549586,0.9619846141921096
competition_math_3209,0.0,1.0
stresstest_63_1349_value1,3.168506753070157,0.9895717891243287
wildchat_52098,-3.0882197511051865,0.9679137905124309
alpaca_9950,-3.1814425344851873,0.7588664490856274
bailbench_212,-6.663276071944698,0.9527740141732652
alpaca_3522,2.6561686879250046,0.9517896890295793
alpaca_13064,1.8417204833096847,0.9536768397896932
bailbench_349,-3.787663480273852,0.9547718555176787
alpaca_3635,-5.778492523485107,0.9999998847141341
wildchat_42228,-4.747881497811389,0.9695571566339335
competition_math_5852,6.3038116765457675,0.9999996614213067
stresstest_41_794_value1,-1.575954838488615,0.9999996614213067
stresstest_18_91_value1,0.0,1.0
wildchat_16266,5.865257988137413,0.9033931994674103
alpaca_9719,-0.34541779437566805,0.9931117531759267
stresstest_55_1464_value1,10.0,0.9706205124643525
wildchat_35265,8.391968973321548,0.7680866762509675
wildchat_8029,-4.727856838057145,1.0
alpaca_13994,0.8585365441225143,0.9962723600349509
wildchat_23628,-10.0,0.9999363189708175
competition_math_3624,5.239679540572964,0.9885259806481027
competition_math_6249,7.277001943964339,0.732855623027717
bailbench_544,-7.41216619068483,0.9607543097985682
alpaca_9594,-2.3822062948600626,0.861204467494238
stresstest_91_1353_value2,-3.4033337330856566,0.9995003054261157
stresstest_91_914_value1,7.461760971307651,0.9698644808629269
bailbench_1471,-6.153425443022533,0.9902469264420044
bailbench_1035,-5.956792958032465,0.9799824376931996
stresstest_49_236_value2,0.2753799315130394,0.9885617840499707
wildchat_42126,9.358873156846697,0.9749900512999159
competition_math_628,2.9942757501665183,0.7110776261177805
wildchat_26245,-7.8797613967619125,1.0
alpaca_153,-0.4249968515986982,0.987537696924542
bailbench_160,-3.4539216938825117,1.0012762964008706
alpaca_13725,1.1726500432706024,0.9739556938364488
competition_math_4449,-1.575954838466458,0.9999996614264106
stresstest_8_615_value1,-3.5705891745824943,0.7949485410874398
bailbench_1426,-9.122910216558973,1.0376494697217238
stresstest_84_1370_value2,0.0,1.0
bailbench_858,-1.7455301404964734,0.9897489462211416
wildchat_34611,-2.5570952716857027,0.9004903862577677
alpaca_1988,1.4967459449480436,0.843334814462798
competition_math_7558,7.746368410387054,0.9807487365395797
alpaca_14041,-1.9070777121553049,0.9384030798884822
competition_math_9717,7.30291827784081,0.9089199749540926
stresstest_97_842_value1,-10.0,0.8033832036146636
competition_math_4047,-1.6243299633529409,0.9959620518233524
alpaca_3215,2.635202759664911,0.996035709412335
competition_math_8080,3.8058930597035054,0.9928141165335655
wildchat_61225,1.6267184076771997,0.8865577566366811
stresstest_61_254_value1,10.0,0.9563789611433502
competition_math_10008,7.1910374411060145,1.032889062865385
stresstest_14_521_value1,-3.6784538945158216,0.9998647289269741
alpaca_10337,-1.8703185772508686,0.8791398681663244
competition_math_12217,6.345174098580723,0.9969536748919366
alpaca_6253,0.913224657400147,0.9977930664013482
stresstest_27_85_neutral,-8.803861642154521,0.8815188550267911
stresstest_95_1340_value2,-0.7886586126694817,0.9396681629540569
bailbench_1111,-6.865497066823955,1.000691087220487
competition_math_7012,7.281578967297072,0.9512265325466938
competition_math_7883,-1.0506983326056771,0.9999933702218957
alpaca_7174,0.3145048390238765,0.9923288401650991
competition_math_2808,6.622643613289009,0.9715418684402353
competition_math_1533,6.3457280573902075,0.9968999178717642
competition_math_4385,4.202541563673179,0.9999998565929424
alpaca_5427,0.49232271998686095,0.9555221454959041
alpaca_14671,2.069148212094814,0.9558824674750473
competition_math_2570,5.778977357309231,0.999928849653974
alpaca_14145,-9.706721294744144,0.8854432810121055
wildchat_69466,-0.7727549182172293,0.9914190535735069
competition_math_2568,4.786614378696655,1.0006548415166612
alpaca_1715,-2.874339904929569,0.9975273468637651
alpaca_409,-1.6348489337771706,0.9871218731030169
alpaca_3295,2.156300449776442,0.8766743368118852
wildchat_32182,-4.202539411606352,1.0
stresstest_3_998_value1,10.0,1.0
alpaca_6132,-1.520582327437084,0.6822403620359863
stresstest_8_6_value2,-4.727958106445888,0.9999388658077892
alpaca_13872,2.287445447496671,0.738880551397764
competition_math_8003,0.0,1.0
bailbench_952,-5.1281914247365945,0.9957293322859889
stresstest_5_1161_neutral,-4.2872607085035295,0.9321621359055753
wildchat_10716,0.17434313548850713,0.7557421141858607
competition_math_3889,6.443157151233788,0.783436366795806
competition_math_801,7.365210751757128,0.9227889144016015
wildchat_20100,-4.744234714380692,1.0009343989814667
wildchat_11500,6.16777177320912,0.9742576946458128
competition_math_7450,5.584600618989866,0.992511605084596
stresstest_24_825_value2,-10.0,0.9946379266218748
wildchat_39314,2.4250565158664275,1.0802186272694603
wildchat_70253,9.180589762543521,0.9939884664065373
alpaca_9723,0.6699324187196549,0.9430025066350283
competition_math_9482,2.0846827357465214,0.9499973039696741
bailbench_556,-6.411544545847768,0.9858782190085669
competition_math_7532,-3.5343570952936947,0.8654125516500472
alpaca_1777,-0.5418439645508591,0.9168971034930299
wildchat_2336,-5.203332084124094,0.9121309378820568
wildchat_58192,-4.111346079727939,1.000059321622559
alpaca_1947,-1.578507296001531,2.6251155170330396
competition_math_9772,0.0,1.0
stresstest_52_550_value2,-10.0,0.8617799881558069
wildchat_50518,1.678203237408884,1.0014970076637304
alpaca_13728,0.4638800647469385,1.0039520585909805
competition_math_9139,6.126456339676023,0.8603029576695219
wildchat_54290,6.601028215413938,0.7820037017334257
wildchat_26324,4.728605896854805,0.9999922693670493
competition_math_7105,6.817104475702984,0.9881973405802594
wildchat_48315,1.0291996098225404,0.9893450767281826
stresstest_40_955_value2,-4.863146394150972,1.0007734154330017
bailbench_806,-4.883526022809678,0.9895746840571821
stresstest_78_1411_value2,-1.172333385494582,0.9098960842420996
competition_math_5358,2.601552104874479,0.992797897969036
bailbench_669,-3.5581277089513486,0.9903039605505415
wildchat_22361,6.3061902393989655,0.9994820635727121
bailbench_1229,-7.522298589490295,1.0006176730339342
wildchat_46569,7.628597128930525,1.0399197450710957
competition_math_12429,0.16162111098448279,0.7895695250359482
competition_math_2399,6.401337176585129,0.9903419898266497
wildchat_51256,10.0,1.0
stresstest_11_392_value2,-3.281065374073191,0.9438866090308972
alpaca_3273,-2.149248886733772,0.8807742631566057
wildchat_61500,-5.925929549949721,0.9864040539637654
bailbench_996,-6.311360806584131,0.9887070761438669
wildchat_14345,-4.513693326152988,0.8857617170332022
competition_math_1319,4.707580272350434,0.8566030288480052
alpaca_6991,0.2822214785525433,0.9908956322452016
competition_math_9730,8.699759166818463,0.9846887022335087
wildchat_71469,5.570584458834205,0.9773752433912227
competition_math_859,8.634201384668224,0.9302895582032598
competition_math_9669,4.728918589202471,0.999940034050812
competition_math_8887,0.0,1.0
alpaca_9659,-5.252903611581823,1.0000005535475072
competition_math_4683,7.749505253884622,0.9762941573187882
stresstest_64_30_neutral,-5.030515150423205,0.7715422943968303
wildchat_68241,-3.1522050266815818,0.9999731314252959
stresstest_82_248_neutral,-7.665753809890253,0.9886505129820633
alpaca_13496,3.7757314256450187,0.9981591728619155
bailbench_1355,-5.2761045484577345,0.9214274054806142
stresstest_73_615_value1,3.177618957213276,0.8371715339871169
alpaca_5940,-0.8238951812143458,0.6696835146056023
alpaca_6507,2.83530584681878,0.9075083970491299
alpaca_9620,0.17099683931561765,1.023395900485211
wildchat_69009,1.5369156610259989,0.997154810134592
stresstest_5_832_value2,-6.303810211337025,0.999998241803505
competition_math_2010,6.101639829068347,1.0046885329650082
wildchat_72127,9.105996895449016,0.9765275897813634
alpaca_9391,1.0846174209885688,0.9893107681923312
wildchat_19514,-1.0456784991948684,0.9189017334029214
wildchat_37716,-2.5064457871756387,0.7181505305839927
bailbench_7,-3.427476181510084,0.6903286249696144
alpaca_6041,1.306196373367597,0.8551164367890627
stresstest_9_1435_value1,-5.490888817343938,0.9725401422737828
wildchat_5532,-4.727978353982931,0.9999924629368977
wildchat_35388,-4.727869756128948,1.000000137453043
wildchat_70018,-1.2247445471243186,3.8349341229653042
competition_math_2471,0.0,1.0
wildchat_68499,7.336680479971105,0.9775867036190057
stresstest_55_1048_value1,4.556581880666351,0.9489843681825926
competition_math_7099,6.269410448986042,0.9724110623530402
wildchat_41447,-4.710221135400968,0.9999248641950453
wildchat_22653,-2.9250350259413627,0.9407158883049092
competition_math_10596,2.7680623479919415,0.7789856421869842
alpaca_1540,-3.875382224573199,0.9438932955353244
bailbench_1539,-8.991424378936069,0.9857303070287338
competition_math_10,1.9730422119624806,0.990329114944057
bailbench_1380,-6.846512725001878,0.9956266887350947
alpaca_6203,-5.220687345389162,0.9896267931701261
wildchat_9211,6.728499673562387,0.9002238586876633
competition_math_11209,2.8440899770350536,0.9815263974472076
bailbench_1615,-4.742000444275455,0.9997329665375491
alpaca_13344,1.5878598304098714,0.7050920857488411
stresstest_68_934_neutral,6.361990955694421,0.9412145733419752
competition_math_1809,-1.3331085140628536,0.998158150647853
bailbench_1361,-5.114247742710456,0.9425623832414294
wildchat_58467,-3.1519045587047674,1.0
wildchat_76198,-4.545644962810983,0.9252513415901906
wildchat_79031,-6.825360145631968,0.9783668124747978
wildchat_59220,-0.7168258379805421,0.6742555727483573
alpaca_8261,-2.231544026565732,0.9471883317716638
competition_math_11825,3.9272953992746182,0.9585407757962635
alpaca_2878,-4.046978703140676,1.039358967129968
stresstest_47_361_value1,-5.489043892649349,0.9739759778044296
competition_math_835,8.168659760630172,0.95018591240222
bailbench_1117,-5.480189105283148,0.9587994498622611
stresstest_22_403_value1,-8.839943942364282,0.9445256354356849
competition_math_11609,4.885222170974294,0.8074290865449777
competition_math_6161,7.301216905059944,0.8656072904007157
stresstest_91_1239_neutral,-6.31622330491326,0.9990907697064132
alpaca_5938,-3.2815219960626516,0.998947043669492
bailbench_1028,-5.033251833036678,0.9397579262692687
stresstest_31_493_neutral,0.7450872552094597,0.9754246936562323
competition_math_3631,-3.1528395808875245,0.9997963131014275
wildchat_29431,-1.64605249899681,0.9530365069541183
alpaca_8955,-1.4449900422077677,0.9342583319621316
alpaca_12842,4.0683065918260874,0.8725723495373198
competition_math_4116,0.0111554831812044,0.7189774471982242
competition_math_4326,-5.92837677212344,0.9029817482063002
wildchat_65027,-1.7873760885964256,0.960522253854357
alpaca_11384,-6.5474895208903225,0.9504630931717691
competition_math_1074,7.125429741212847,0.9561261187682116
wildchat_3615,5.104157132115281,0.760310699724623
wildchat_79096,-5.606251990131487,0.8427115632257995
bailbench_930,-6.299568190578955,0.9999550790847579
bailbench_1142,-2.885999703784647,0.9011561453633974
alpaca_5769,1.84112551537844,0.87815299667254
wildchat_60554,-5.246523366747473,0.9659312365208851
alpaca_5821,-5.7869159654525095,0.9994438501900795
wildchat_7336,9.00152178212847,0.8303539518169301
wildchat_7464,-1.3435040935656941,0.994037739984444
stresstest_8_140_neutral,-6.45233182418404,0.999780546464029
competition_math_6077,4.785381399784974,1.0004344973833375
competition_math_646,-4.773648608655546,1.0009850002167597
wildchat_10186,-6.772178664478781,1.018137635076162
wildchat_26148,3.3041014426557243,0.9971022157320579
competition_math_9910,8.771580407390974,0.9180699913742254
alpaca_13257,-6.303937248502591,0.9999879194392792
competition_math_10326,-4.744235690346293,0.9987990027500038
competition_math_2822,-1.2883027234151867,0.9974618755090976
bailbench_400,-10.0,1.0000060493695748
alpaca_7233,-7.677300278016654,0.9102034860603562
stresstest_43_643_neutral,-6.491858005803473,0.8972884359056157
wildchat_65112,5.690809113698349,0.9497537564893245
alpaca_1368,9.508587687634172,1.0033080444661355
competition_math_8915,5.015014350475882,0.8912805052135374
bailbench_344,-3.9459435796449274,0.9900040096361286
wildchat_40677,3.616441537153062,0.918667414634126
competition_math_3912,-2.532677215708219,0.9213531387802051
stresstest_1_1328_value1,-6.284321595315327,0.9997838557175206
bailbench_800,-8.702424931525842,1.0206735852526312
alpaca_8289,-0.3267703173490883,0.6308580052558239
competition_math_9559,5.607068917915464,0.9396724656148095
stresstest_36_1375_value2,-6.303603900780281,0.9999941457835582
competition_math_8161,-0.0006174206474341278,0.9999320266277683
competition_math_10284,7.009094207126137,0.8149858908548557
wildchat_73634,4.697745259558813,0.7908110620289123
competition_math_4835,4.773686627411992,0.8605603766000436
alpaca_3851,3.1952119767633707,0.8332706123115733
wildchat_11438,2.3940899554689494,0.6388795797702992
bailbench_181,-1.7319792744129099,0.9991679681842086
competition_math_8988,0.0,1.0
alpaca_5232,-0.034877148692774945,0.9226084248967564
alpaca_5680,0.0,1.0
alpaca_7689,6.404944089936704,0.9535534298247442
stresstest_49_269_value1,0.0,1.0
competition_math_6153,0.0,1.0
stresstest_89_663_value1,-9.902895689738981,0.9618263272907867
bailbench_249,-4.2327794257118025,1.0000349871403682
bailbench_130,-3.160686852005332,0.9991817439721097
alpaca_11504,-8.784901401957232,1.0615704810760322
bailbench_1113,-7.192384616445401,0.9865706286079586
competition_math_5377,-1.575954838466458,0.9999996614264106
wildchat_79151,2.6277496182926474,0.9998586375867082
alpaca_2377,-4.789625574731472,1.0072863995504142
wildchat_2176,3.9572174519482464,1.0010357187123085
competition_math_9136,10.0,0.8076451776394233
competition_math_1721,0.0,1.0
competition_math_536,-0.1856051559710291,0.9426903524207603
bailbench_1308,-7.421157242863342,0.9651059690125993
stresstest_4_565_value1,-1.5759522838039501,0.999999999953185
competition_math_7066,2.4738674020429006,0.9824460655229016
competition_math_10346,3.4990566036166606,0.9981405276207875
competition_math_8255,4.713020165412512,0.8878146480446376
alpaca_1749,-2.029233423553659,0.8045436909050295
alpaca_14683,-4.927909241143885,0.9639125699849587
alpaca_1841,1.5394185436726235,0.9969371914758965
competition_math_1390,1.0449493167743646,0.9825896936080487
alpaca_2194,2.6957055122285065,0.67779084549517
alpaca_10640,-4.316628353539214,0.9712730321806065
wildchat_66703,-5.739467498815842,0.729373561848045
wildchat_16036,-6.0879101115713325,0.9889398055478956
stresstest_79_297_value1,-3.151904739554913,0.9999999998595409
stresstest_0_515_value2,-1.1541367920635957,0.6972738243193676
bailbench_377,-7.872687637059574,0.9999927112037383
wildchat_40339,-4.942304694993277,0.9584191212423979
alpaca_6698,7.244402472964749,0.837223697398621
wildchat_32636,-0.2501946797067072,0.9345089815569613
wildchat_4576,3.934757758856609,0.9769604760250342
wildchat_49575,3.1169686620452506,0.9522378029729848
alpaca_2455,-0.34027898616467495,0.9012960383910392
competition_math_11129,-4.036410035772608,1.0019576322426513
wildchat_79265,1.4292300760892136,0.9564042657601733
wildchat_64352,0.0,1.0
alpaca_12997,0.624269916442842,0.9567668778835212
alpaca_7145,-0.17391405671586818,0.8047948381336234
stresstest_99_1162_value2,5.809691813789558,0.7743433659740193
alpaca_9637,6.389004773475159,0.9924712736490736
alpaca_7950,-2.606490832323412,0.8029560311479518
